mjd,mag,magerr
58206.1454861,17.641804,0.024475388
58206.1652662,17.656994,0.024619194
58304.4687153,17.59981,0.024087837
58305.4672106,17.719585,0.025232807
58307.4554167,17.677574,0.024817176
58312.4843056,17.536503,0.023530453
58313.4743056,17.584904,0.023953741
58314.4723495,17.707727,0.025113912
58315.4537616,17.683311,0.024873022
58316.425625,17.575712,0.02387193
58318.4554745,17.6655,0.024700588
58319.4302894,17.67375,0.02478011
58320.4676736,17.596344,0.02405649
58321.4492824,17.566982,0.023794862
58322.4693403,17.655262,0.024602694
58323.4379977,17.700417,0.02504123
58324.4321296,17.57779,0.023890367
58325.4320139,17.55081,0.023653671
58326.4935185,17.75013,0.025544921
58327.4930093,17.698956,0.025026755
58329.4673148,17.552917,0.023671957
58330.4952083,17.602787,0.024114832
58333.4721528,17.580276,0.02391247
58334.4893519,17.541222,0.023570914
58335.4869329,17.674503,0.024787404
58336.4912153,17.695034,0.024988025
58337.4208102,17.589363,0.023993662
58338.4519213,17.549847,0.023645326
58340.4966551,17.694206,0.02497986
58342.4233218,17.565716,0.023783734
58343.4503935,17.67168,0.024760107
58344.4959491,17.70807,0.025117336
58345.4448495,17.642155,0.024478683
58346.4941898,17.587334,0.023975475
58347.4920255,17.581959,0.02392745
58348.4681944,17.672367,0.02476674
58349.4509259,17.677574,0.024817176
58350.4536921,17.544655,0.023600461
58351.4688426,17.574131,0.02385793
58352.4229398,17.694696,0.024984686
58360.4456019,17.636585,0.024426427
58361.4470602,17.68594,0.024898704
58363.411956,17.527521,0.023453908
58364.4424537,17.618504,0.024258556
58365.4508218,17.706366,0.025100328
58366.4235417,17.656683,0.024616228
58367.4252778,17.582714,0.02393419
58368.4123843,17.66684,0.024713453
58369.4710648,17.704325,0.025080018
58370.4433681,17.716824,0.025205
58371.3852894,17.633682,0.024399294
58372.4556597,17.648506,0.024538597
58373.4264815,17.769897,0.025751505
58374.456169,17.70961,0.0251327
58375.4491551,17.668291,0.024727423
58376.4745255,17.610434,0.02418451
58377.3920833,17.739681,0.025437191
58378.489919,17.773039,0.02578467
58379.4673958,17.704943,0.025086172
58382.4519097,17.758503,0.02563198
58383.47375,17.664394,0.024689967
58384.4949884,17.650616,0.024558576
58385.4696528,17.624706,0.024315832
58386.5159259,17.743156,0.02547292
58387.2775347,17.61058,0.024185851
58388.4047917,17.637356,0.024433648
58389.4019213,17.640244,0.024460724
58390.3995139,17.808813,0.026168965
58397.3696296,17.655365,0.024603684
58422.4070023,17.629604,0.024361296
58423.4041204,17.709614,0.025132736
58424.3685069,17.711359,0.025150185
58425.3384375,17.698114,0.025018442
58426.3847454,17.66201,0.024667116
58427.4011227,17.63425,0.024404602
58428.3057407,17.712193,0.025158528
58429.4236806,17.677683,0.024818229
58430.3968287,17.679218,0.024833148
58431.4049306,17.636322,0.024423962
58432.2385995,17.717222,0.025209004
58434.2778588,17.60778,0.024160277
58435.4053356,17.605553,0.024139978
58436.2394097,17.667305,0.024717934
58437.4092477,17.719385,0.025230786
58438.3760069,17.599678,0.024086637
58441.4453125,17.803455,0.026110632
58443.2121991,17.63758,0.024435746
58450.4103241,17.708818,0.025124798
58457.1321181,17.733833,0.02537734
58462.269919,17.840818,0.026523313
58464.2476505,17.677681,0.024818216
58465.2270486,17.703224,0.025069084
58466.3022569,17.698997,0.025027169
58469.162338,17.661491,0.02466215
58471.1127315,17.597889,0.024070447
58472.2119329,17.656214,0.024611766
58474.1167014,17.748617,0.025529264
58475.1165162,17.667648,0.024721239
58487.1883565,17.711311,0.02514971
58488.1908681,17.800365,0.026077114
58491.1744097,17.700935,0.025046369
58492.1921875,17.644045,0.024496483
58493.2216435,17.662376,0.02467062
58495.2426273,17.652521,0.024576645
58503.221956,17.624985,0.024318418
58505.1543519,17.771748,0.025771027
58507.1780787,17.681107,0.024851521
58509.2010417,17.69589,0.024996469
58510.1767593,17.716602,0.02520277
58511.1577546,17.639275,0.024451628
58514.180787,17.673702,0.02477965
58522.1559028,17.680738,0.024847949
58523.1343634,17.636543,0.024426037
58524.2487847,17.635933,0.024420325
58534.1385069,17.702797,0.025064845
58538.1366319,17.69693,0.025006734
58539.1555324,17.614908,0.0242255
58540.1578704,17.66066,0.024654191
58556.1207176,17.64862,0.024539677
58558.1340162,17.695702,0.02499461
58561.2045718,17.4082,0.022493389
58562.1755093,17.724052,0.02527792
58568.2085532,17.626501,0.024332471
58574.1595023,17.574215,0.023858668
58677.4740856,17.605087,0.024135742
58680.4885185,17.723091,0.025268203
58683.4768634,17.722435,0.025261562
58686.4857639,17.660748,0.024655035
58690.4667014,17.669113,0.024735346
58693.4415856,17.724743,0.025284909
58696.4563542,17.706541,0.025102075
58699.4630787,17.751347,0.025557535
58703.4846991,17.677721,0.0248186
58706.4731481,17.691994,0.024958078
58709.490706,17.766047,0.02571097
58712.4888542,17.706884,0.025105497
58718.4220139,17.667961,0.024724245
58724.478125,17.669693,0.02474093
58727.477419,17.635658,0.024417762
58732.4249884,17.660826,0.024655785
58735.4515972,17.627148,0.024338467
58738.4964931,17.766075,0.02571127
58741.4926042,17.628162,0.024347896
58744.4889468,17.654617,0.024596572
58747.4898495,17.68946,0.024933191
58750.3788542,17.735321,0.02539254
58756.4344329,17.664299,0.024689052
58759.4263542,17.7229,0.025266273
58763.4247801,17.76609,0.025711432
58764.3928472,17.717607,0.02521289
58765.4432639,17.66538,0.02469943
58766.4530903,17.69684,0.025005851
58766.4539931,17.65057,0.024558136
58767.4983102,17.712212,0.025158718
58769.4949074,17.647152,0.024525795
58772.3191898,17.554829,0.023688562
58778.3014468,17.61241,0.024202587
58778.3023958,17.64681,0.024522573
58781.4078009,17.647564,0.024529692
58781.4087037,17.71371,0.025173744
58782.3039352,17.613235,0.024210157
58784.4037616,17.745249,0.025494477
58784.4046644,17.703352,0.02507035
58790.2331597,17.648277,0.02453643
58790.2440856,17.613213,0.024209948
58790.3293866,17.64862,0.024539677
58790.3303009,17.588728,0.023987973
58791.2341551,17.679495,0.024835838
58791.2450926,17.678396,0.024825165
58791.2916667,17.670483,0.024748541
58791.3031134,17.677444,0.024815913
58791.3040162,17.672243,0.024765542
58792.2342361,17.821163,0.026304506
58792.2451736,17.738625,0.025426358
58793.2340741,17.689228,0.024930911
58793.2450116,17.715782,0.025194528
58794.233912,17.689377,0.024932373
58794.2448495,17.619755,0.02427009
58794.2793287,17.61023,0.024182634
58794.2812616,17.656872,0.024618033
58795.2341898,17.651432,0.024566319
58795.2451273,17.69349,0.0249728
58795.2694213,17.661375,0.024661034
58795.2834144,17.682867,0.024868686
58795.28625,17.615791,0.02423361
58796.2344907,17.822548,0.026319802
58796.2454167,17.711891,0.025155509
58796.2693981,17.75235,0.025567949
58796.2703356,17.773514,0.025789686
58797.2147338,17.661293,0.024660258
58797.2165394,17.634377,0.024405772
58797.2538773,17.70897,0.025126297
58798.1839468,17.688131,0.02492016
58798.1848495,17.598736,0.024078116
58800.2434028,17.698544,0.025022687
58800.2472106,17.731663,0.025355201
58801.2177083,17.762177,0.025670383
58801.2256713,17.720371,0.025240729
58802.1930787,17.628588,0.024351839
58802.1939815,17.637596,0.02443589
58802.2390046,17.622871,0.02429886
58803.2015625,17.623215,0.024302032
58803.2024653,17.668634,0.024730729
58804.2024306,17.684898,0.02488852
58804.2033449,17.737822,0.025418123
58805.1995023,17.73838,0.025423853
58805.2004514,17.72392,0.025276596
58806.3589931,17.681168,0.024852125
58806.3599421,17.653606,0.02458696
58811.2197685,17.597435,0.024066355
58811.2207407,17.67028,0.024746599
58811.2436111,17.605148,0.0241363
58812.326875,17.665356,0.024699202
58812.3277778,17.6504,0.02455653
58813.19625,17.55722,0.023709388
58813.1976389,17.674805,0.024790322
58819.2207755,17.68256,0.024865696
58820.1928241,17.615086,0.02422713
